id,name,rating,wage
208421,Saúl Ñíguez Esclápez,85,77000
209499,Fábio Henrique Tavares,85,125000
216267,Andrew Robertson,85,125000
216460,José María Giménez de Vargas,85,69000
220440,Clément Lenglet,85,175000
212198,Bruno Miguel Borges Fernandes,85,24000
199482,Anthony Lopes,85,88000
185122,Péter Gulácsi,85,69000
189117,Roman Bürki,85,92000
192505,Romelu Lukaku,85,115000
192774,Kostas Manolas,85,105000
197445,David Olatukunbo Alaba,85,135000
204963,Daniel Carvajal Ramos,85,205000
208670,Hakim Ziyech,85,39000
41236,Zlatan Ibrahimović,85,15000
143076,Alejandro Darío Gómez,85,92000
176676,Marcelo Vieira da Silva Júnior,85,205000
177413,Axel  Witsel,85,110000
191043,Alex Sandro Lobo Silva,85,155000
192629,Iago Aspas Juncal,85,49000
193747,Jorge Resurrección Merodio,85,88000
199914,Allan Marques Loureiro,85,110000
233049,Jadon Sancho,84,61000
235790,Kai Havertz,84,70000
206585,Kepa Arrizabalaga,84,92000
211117,Bamidele Alli,84,115000
220814,Lucas Hernández,84,110000
202556,Memphis Depay,84,110000
213345,Kingsley Coman,84,120000
206113,Serge Gnabry,84,120000
216594,Nabil Fekir,84,40000
192563,Bernd Leno,84,91000
198706,Luis Alberto Romero Alconchel,84,78000
212462,Alex Nicolao Telles,84,23000
236583,Jiří Pavlenka,84,37000
198176,Stefan de Vrij,84,88000
201995,Felipe  Anderson Pereira Gomes,84,125000
120533,Képler Laveran Lima Ferreira,84,16000
162347,João Filipe Iria Santos Moutinho,84,125000
167628,Stéphane Ruffier,84,41000
168435,Salvatore Sirigu,84,54000
171877,Marek Hamšík,84,26000
172879,Sokratis Papastathopoulos,84,115000
176266,Lucas  Pezzini Leiva,84,71000
176635,Mesut Özil,84,125000
177683,Yann Sommer,84,37000
180930,Edin Džeko,84,75000
181291,Georginio Wijnaldum,84,140000
181783,Mario Mandžukić,84,160000
184432,César Azpilicueta Tanco,84,145000
185020,José María Callejón Bueno,84,96000
187961,José Paulo Bezzera Maciel Júnior,84,43000
188377,Kyle Walker,84,165000
190286,Sergio Canales Madrazo,84,44000
197965,Luís Miguel Afonso Fernandes,84,26000
199434,Dušan Tadić,84,36000
200647,Josip Iličić,84,92000
205678,Edin Višća,84,67000
207863,Felipe Augusto de Almeida Monteiro,84,74000
226271,Fabián Ruiz Peña,83,76000
210413,Alessio Romagnoli,83,46000
231281,Trent Alexander-Arnold,83,78000
205175,Arkadiusz Milik,83,91000
211300,Anthony Martial,83,140000
212523,Anderson Souza Conceição,83,38000
213331,Jonathan Tah,83,67000
219683,Corentin Tolisso,83,110000
221087,Pau López Sabata,83,38000
224411,Gonçalo Manuel Ganchinho Guedes,83,46000
226110,Nicolas Pépé,83,97000
229237,Manuel Obafemi Akanji,83,77000
231677,Marcus Rashford,83,125000
203574,John Stones,83,140000
210008,Adrien Rabiot,83,120000
210035,Alejandro Grimaldo García,83,18000
212188,Timo Werner,83,70000
213565,Thomas Lemar,83,64000
200458,Lucas Digne,83,97000
204935,Jordan Pickford,83,78000
208418,Yannick Ferreira Carrasco,83,23000
224179,Borja Iglesias Quintas,83,41000
192984,Koen Casteels,83,50000
198717,Wilfried Zaha,83,89000
200454,Francisco Alcácer García,83,105000
201153,Álvaro Borja Morata Martín,83,80000
205693,Sébastien Haller,83,120000
207566,William Silva de Carvalho,83,35000
217940,Djené Dakonam Ortega,83,35000
188152,Oscar dos Santos Emboaba Júnior,83,29000
188943,Kevin Trapp,83,42000
198141,Marc Bartra Aregall,83,36000
199987,Jasper Cillessen,83,39000
204970,Florian Thauvin,83,60000
205498,Luiz Frello Filho Jorge,83,140000
104389,Rune  Almenning Jarstein,83,33000
139720,Vincent Kompany,83,31000
157481,Raúl Albiol Tortajada,83,45000
159261,Fabio Quagliarella,83,46000
163587,Kasper Schmeichel,83,82000
167397,Radamel Falcao García Zárate,83,64000
168609,João Miranda de Souza Filho,83,32000
169416,Carlos Alberto Vela Garrido,83,17000
170481,Ezequiel Marcelo Garay,83,48000
178005,Rui Pedro dos Santos Patrício,83,82000
178518,Radja Nainggolan,83,51000
178562,Éver Maximiliano David Banega,83,26000
179944,David Luiz Moreira Marinho,83,105000
183574,Max Kruse,83,105000
183711,Jordan Brian Henderson,83,115000
184484,Gylfi Þór Sigurðsson,83,120000
190584,Asier Illarramendi Andonegi,83,42000
190815,Daley Blind,83,31000
190941,Lukáš Hrádecký,83,67000
195365,Kevin Kampl,83,77000
198329,Rodrigo Moreno Machado,83,60000
199042,Charles Mariano Aránguiz Sandoval,83,86000
199451,Wissam Ben Yedder,83,67000
199845,Francesco Acerbi,83,64000
200888,Danilo Luís Hélio Pereira,83,21000
216354,Andrej Kramarić,83,61000
230294,Lourival Adnan Beretta Barbosa,83,60000
230375,Josué Durval Chiamulera Vaz,83,43000
230481,Ronaldo Jailson Cabrais Petri,83,51000
230142,Mikel Oyarzabal Ugarte,82,39000
229906,Leon Bailey Butler,82,65000
208596,Andrea Belotti,82,63000
212151,Thomas Strakosha,82,39000
223959,Lucas Torreira Di Pascua,82,80000
224293,Rúben Diogo da Silva Neves,82,89000
225953,Steven Bergwijn,82,22000
226753,André Onana,82,18000
227928,Nélson Cabral Semedo,82,150000
193105,Alphonse Areola,82,71000
216201,Iñaki Williams Arthuer,82,36000
221992,Hirving Rodrigo Lozano Bahena,82,26000
227055,Gelson Dany Batalha Martins,82,47000
200726,Benjamin Lecomte,82,42000
209989,Thomas Partey,82,68000
211748,Kerem Demirbay,82,75000
202651,Jesús Joaquín Fernández Sáez,82,56000
209960,Fernando Pacheco Flores,82,27000
210243,Ricardo Barbosa Pereira,82,89000
211256,Nicolás Alejandro Tagliafico,82,27000
223952,David Soria Solís,82,26000
178750,Sergio  Asenjo Andrés,82,33000
189575,Iker Muniain Goñi,82,35000
193698,Oliver Baumann,82,39000
195093,Willian José da Silva,82,44000
200536,Nico Schulz,82,82000
200610,Kevin Volland,82,85000
201305,Gabriel Armando de Abreu,82,46000
202562,Jérôme Roussillon,82,56000
203263,Harry Maguire,82,125000
203486,Thorgan Hazard,82,90000
208448,Emil Forsberg,82,67000
208574,Filip Kostić,82,49000
216547,Rafael Alexandre Fernandes Ferreira da Silva,82,21000
53302,Daniele De Rossi,82,23000
106231,Aritz Aduriz Zubeldia,82,29000
146536,Jesús Navas González,82,26000
146562,Santiago Cazorla González,82,45000
158963,Lucas Rodrigo Biglia,82,49000
164835,Łukasz Fabiański,82,75000
179645,Simon Thorup Kjær,82,24000
181786,Vedran Ćorluka,82,1000
184200,Marko Arnautović,82,29000
184942,Giuliano Victor de Paula,82,59000
185103,Aleksandar Kolarov,82,52000
186627,Mario  Barwuah Balotelli,82,27000
187754,Marlos Romero Bonfim,82,1000
188803,Taison Barcellos Freda,82,1000
189505,Pedro Eliezer Rodríguez Ledesma,82,140000
189805,Luuk de Jong,82,29000
190813,Stephan El Shaarawy,82,29000
191740,Ander Herrera Agüera,82,100000
193525,Mário Figueira Fernandes,82,1000
197655,Sebastián Coates Nión,82,20000
198951,Cédric Bakambu,82,34000
207494,Jesse Lingard,82,135000
208830,Jamie Vardy,82,115000
215333,Duván Zapata,82,80000
216475,José Luis Morales Nogales,82,39000
230168,Raphael William Anjos Rochedo,82,32000
230225,Juan Everton Mestres de Mesquita,82,28000
230258,Rosberto J. Dourado Santos,82,46000
231478,Lautaro Martínez,81,61000
234906,Houssem Aouar,81,59000
235569,Tanguy NDombèlé Alvaro,81,87000
205659,Alessio Cragno,81,30000
221363,Donny van de Beek,81,24000
221660,Victor Nilsson Lindelöf,81,97000
208333,Emre Can,81,110000
211688,José Luís Gayà Peña,81,35000
236632,David Neres Campos,81,26000
210406,Piotr Zieliński,81,71000
215316,Gerónimo Rulli,81,32000
199503,Granit Xhaka,81,94000
204923,Marcel Sabitzer,81,59000
205988,Luke Shaw,81,97000
207877,Josef Alexander Martínez,81,14000
208135,Abdoulaye Doucouré,81,73000
226790,Onyinye Wilfred Ndidi,81,74000
200316,Timo Horn,81,28000
204638,Willi Orban,81,57000
206467,Alassane Plea,81,41000
207791,Yussuf Yurary Poulsen,81,65000
207807,Ryan Fraser,81,76000
207862,Matthias Ginter,81,33000
213874,Thiago Henrique Mendes Ribeiro,81,73000
216145,Armando Izzo,81,51000
216352,Marcelo Brozović,81,68000
190544,Adem Ljajić,81,80000
193165,Jesús Corona,81,19000
199575,Jordi Masip López,81,21000
204120,Tomáš Vaclík,81,18000
206304,Luka Milivojević,81,66000
208093,Gerard Moreno Balagueró,81,45000
223689,Wout Weghorst,81,62000
20775,Ricardo Andrade Quaresma Bernardo,81,59000
112316,Jérémy Mathieu,81,13000
142707,Lisandro López,81,25000
159145,Bafétimbi Gomis,81,56000
162240,Moussa Sidi Yaya Dembélé,81,23000
162895,Francesc Fàbregas i Soler,81,50000
163489,Andrea Consigli,81,48000
165229,Laurent Koscielny,81,39000
169195,Renato  Soares de Oliveira Augusto,81,28000
171791,José Miguel da Rocha Fonte,81,32000
171897,José Andrés Guardado Hernández,81,32000
173771,Łukasz Piszczek,81,76000
176600,Kévin Gameiro,81,48000
177388,Dimitri  Payet,81,46000
177600,Beñat Etxebarria Urkiaga,81,32000
179784,Benedikt Höwedes,81,1000
182494,Fernando Muslera,81,59000
184134,Fernando Francisco Reges,81,22000
184144,Osvaldo Nicolás Fabián Gaitán,81,13000
184431,Sebastian Giovinco,81,56000
185221,Luiz Gustavo Dias,81,42000
188829,Nicolas N'Koulou,81,54000
194022,André Gomes Magalhaes de Almeida,81,18000
203551,Alessandro  Florenzi,81,51000
204399,Eran Zahavi,81,25000
207471,Franco Vázquez,81,24000
216194,Daniel García Carrillo,81,33000
224334,Marcos Javier Acuña,81,21000
230271,Laureano Thomas Santeiro Marre,81,40000
242444,João Félix Sequeira,80,38000
224232,Nicolò Barella,80,60000
225100,Joe Gomez,80,73000
213661,Andreas Christensen,80,85000
215698,Mike Maignan,80,28000
216393,Youri Tielemans,80,76000
234153,Carlos Soler Barragán,80,36000
222400,Harry Winks,80,82000
223113,Krzysztof Piątek,80,44000
224458,Diogo José Teixeira da Silva,80,84000
236679,Óscar Melendo Jiménez,80,26000
239818,Rúben Alves Dias,80,14000
241671,Dominik Livaković,80,1000
211591,Moussa Dembélé,80,71000
211990,Odisseas Vlachodimos,80,12000
212623,Santiago Mina Lorenzo,80,29000
212692,Marcos Paulo Mesquita Lopes,80,19000
215330,Joaquín Correa,80,53000
226168,Maximilian Eggestein,80,31000
202648,Sergi Darder Moll,80,33000
204311,Kurt Happy Zouma,80,85000
208920,Nathan Aké,80,58000
211575,André Filipe Tavares Gomes,80,76000
222028,Julian Weigl,80,61000
223874,Valentin Rongier,80,29000
227950,Yeray Álvarez López,80,23000
193352,Ricardo Rodríguez,80,42000
199823,José Ángel Gómez Campaña,80,31000
202477,Gerard Deulofeu Lázaro,80,78000
205069,Juan Bernat Velasco,80,75000
205849,Esteban Andrada,80,24000
207599,Michael Keane,80,80000
215223,Walter Benítez,80,30000
220018,Ante Rebić,80,44000
230977,Miguel Almirón,80,52000
235374,Manuel Lazzari,80,53000
188988,Manuel Lanzini,80,88000
190778,Jeroen Zoet,80,18000
199005,Mathew Ryan,80,43000
199577,Sergi Gómez Solà,80,20000
200155,Hans Vanaken,80,30000
201922,Martin Hinteregger,80,39000
205362,Matija Nastasić,80,35000
208141,Gabriel Appelt Pires,80,17000
196978,Callum Wilson,80,81000
198118,Josuha Guilavogui,80,51000
203483,Davy Klaassen,80,35000
203605,Pavel Kadeřábek,80,39000
204525,Íñigo Martínez Berridi,80,29000
206545,Manuel Trigueros Muñoz,80,39000
210665,Marcel Halstenberg,80,53000
220407,Martin Dúbravka,80,37000
227290,Marko Dmitrović,80,22000
45186,Joaquín Sánchez Rodríguez,80,22000
54050,Wayne Mark Rooney,80,13000
110677,Miguel Ángel Moyá Rumbo,80,17000
139068,Luís Carlos Almeida da Cunha,80,13000
142754,Javier Alejandro Mascherano,80,13000
146748,Diego López Rodríguez,80,17000
148119,Igor Akinfeev,80,1000
153244,André-Pierre Gignac,80,88000
154472,Jorge Molina Vidal,80,25000
158121,Benoît Costil,80,30000
159147,Loïc Perrin,80,37000
163155,Ben Foster,80,36000
163264,Tom Heaton,80,50000
163705,Steve Mandanda,80,32000
169595,Danny Rose,80,90000
171579,Raúl García Escudero,80,30000
172522,Daniel Wass,80,42000
175379,Pedro León Sánchez Gil,80,30000
176930,Marcelo Alfonso Díaz Rojas,80,25000
177326,Mathieu Valbuena,80,1000
177457,Lars Bender,80,62000
177458,Sven Bender,80,62000
178213,Etienne Capoue,80,68000
178424,Vitorino Gabriel  Pacheco Antunes,80,27000
179847,Federico Julián Fazio,80,45000
181098,長谷 部誠,80,28000
182002,Sidnei Rechel da Silva Júnior,80,29000
184252,Lucas David Pratto,80,33000
184881,Sofiane Feghouli,80,77000
186345,Kieran Trippier,80,56000
186547,Mateo Pablo Musacchio,80,44000
187052,Yann Gérard M'Vila,80,38000
187491,Fyodor Smolov,80,1000
189271,Francis Coquelin,80,43000
189362,Givanildo Vieira de Souza,80,23000
190547,Kamil Glik,80,42000
192641,Kevin Vogt,80,39000
193061,Roberto Pereyra,80,78000
193738,Younès Belhanda,80,77000
194879,Sergio Enrich Ametller,80,34000
199206,Domagoj Vida,80,68000
200260,Steven Berghuis,80,21000
201119,Ismaily Gonçalves dos S.,80,1000
201454,Faouzi Ghoulam,80,66000
201956,Salif Sané,80,37000
203895,Alejandro Pozuelo Melero,80,12000
204838,Raúl Alonso Jiménez Rodríguez,80,99000
205525,Bernard  Anício Caldeira Duarte,80,88000
206413,Taras Stepanenko,80,1000
214584,Franco Armani,80,22000
215057,Iván Marcone,80,29000
222943,Jonathan Rodríguez Menéndez,80,56000
223578,Jaime Mata Arnaiz,80,33000
227536,Moussa Marega,80,20000
230234,Everton Jorge Andrade Zanon,80,24000
230347,Welington Kauê Dano Nascimento,80,34000
238794,Vinícius José de Oliveira Júnior,79,60000
233927,Lucas Tolentino Coelho de Lima,79,32000
229880,Aaron Wan-Bissaka,79,71000
231691,Alban Lafont,79,15000
237678,Ibrahima Konaté,79,36000
225193,Mikel Merino Zazón,79,29000
228092,Sander Berge,79,14000
228251,Lorenzo Pellegrini,79,41000
235805,Federico Chiesa,79,48000
244260,Daniel Olmo Carvajal,79,1000
213160,Roman Zobnin,79,1000
226229,Thilo Kehrer,79,61000
227796,Christian Pulisic,79,85000
230938,Franck Yannick Kessié,79,38000
235945,Marc Roca Junqué,79,26000
244369,Viktor Tsygankov,79,1000
210315,Raúl de Tomás Gómez,79,16000
216435,Stanislav Lobotka,79,25000
220182,Jason Denayer,79,55000
222331,Lukas Klostermann,79,43000
225663,Alexandr Golovin,79,38000
229167,Milot Rashica,79,32000
229984,Ben Chilwell,79,65000
232381,Wesley Moraes Ferreira da Silva,79,61000
236792,Tomáš Souček,79,1000
205569,James  Ward-Prowse,79,53000
208330,Adnan Januzaj,79,32000
212977,Niklas Stark,79,26000
214947,Jean-Philippe Gbamin,79,65000
220253,Munir El Haddadi,79,20000
220697,James Maddison,79,72000
231943,Richarlison de Andrade,79,72000
233419,Raphael Dias Belloli,79,16000
207421,Leandro Trossard,79,53000
210455,Jonathan Castro Otto,79,72000
210896,Morgan Sanson,79,36000
213991,Jefferson Andrés Lerma Solís,79,55000
216643,Léo Dubois,79,55000
228336,Florian Grillitsch,79,35000
192816,Leandro Cabrera,79,26000
201377,Jeison Fabián Murillo Cerón,79,38000
202695,James Tarkowski,79,39000
203775,Loris Karius,79,52000
203841,Nick Pope,79,32000
204082,John Anthony Brooks,79,46000
206511,Maximilian Arnold,79,48000
210047,Fabian Schär,79,43000
213516,Ricardo Jorge da Luz Horta,79,18000
223597,Ruben Aguilar,79,40000
228229,Fabián Balbuena,79,76000
193601,Germán Alejandro Pezzella,79,55000
202429,Danny  Vieira da Costa,79,35000
202750,Willy Boly,79,80000
218066,Mbwana Ally Samatta,79,23000
224069,Karl Brillant Toko Ekambi,79,40000
185422,Joshua King,79,77000
193408,Haris Seferović,79,18000
194222,Víctor Laguardia Cisneros,79,28000
204105,Kenny Lala,79,32000
205407,Daniele Baselli,79,49000
205976,Leonardo Carrilho Baptistão,79,18000
208004,Joël Veltman,79,22000
221445,武磊,79,36000
113422,David Villa Sánchez,79,10000
124375,Burak Yılmaz,79,76000
158232,Salomon Armand Magloire Kalou,79,34000
158625,Dante Bonfim da Costa Santos,79,25000
158626,Mathieu Debuchy,79,35000
169588,Jonny Evans,79,76000
172114,Diego Hernán Váleri,79,11000
172862,Niklas Moisander,79,31000
173208,Domenico Criscito,79,20000
173521,Iván Marcano Sierra,79,15000
176915,Augusto Matías Fernández,79,19000
176919,Nahuel Ignacio Guzmán,79,56000
177604,Ignacio Monreal Eraso,79,76000
178311,Éder Citadin Martins,79,29000
178415,Ruud Vormer,79,28000
180216,Séamus Coleman,79,76000
182212,Anthony Modeste,79,36000
182945,Max-Alain Gradel,79,38000
183512,Yuri Berchiche Izeta,79,27000
184949,Mariano Ferreira Filho,79,64000
185239,Ömer Toprak,79,32000
186537,Cristhian Ricardo Stuani Curbelo,79,15000
188081,Alex Teixeira dos Santos,79,30000
189250,José Salomón Rondón Giménez,79,20000
189358,香川 真司,79,14000
189461,Jack Wilshere,79,83000
189690,Vicente Guaita Panadero,79,45000
190143,José Ángel Valdés Díaz,79,27000
190264,Iago Falqué Silva,79,56000
191687,Maicon Pereira Roque,79,42000
192492,Fabián Orellana,79,28000
192598,艾克森,79,33000
192678,Enrique García Martínez,79,32000
193152,Iago Herrerín Buisán,79,21000
193469,Víctor Ruíz Torre,79,64000
194845,Wahbi Khazri,79,43000
196432,Enzo Pérez,79,26000
197083,Daniel Caligiuri,79,33000
199393,Nicolas Pallois,79,29000
201144,Milan Badelj,79,53000
203757,José Luís Mendes Andrade,79,19000
203843,Damián Nicolás Suárez Suárez,79,26000
204277,Roque Mesa Quevedo,79,32000
208230,Andreas Samaris,79,15000
208334,Jonas Hector,79,32000
211241,Rubén Peña Jiménez,79,34000
213761,Abderrazak Hamdallah,79,52000
215061,Darío Benedetto,79,46000
215135,Leonardo Sigali,79,24000
222709,Petros Matheus dos Santos Araujo,79,42000
224116,Dyego Wilverson Ferreira Sousa,79,23000
229788,Rubén Alcaraz Jiménez,79,26000
230201,Maikel Renan Catarino Fagundes,79,27000
230212,A. Benjamin Chiamuloira Paes,79,30000
230251,Melvin Luan Parrela Porfírio,79,17000
230312,Bernard Gabriel Prestão Chaves,79,24000
230498,Luan Vágner Boas Macedo,79,48000
225116,Alex Meret,78,36000
234378,Declan Rice,78,49000
234943,Florian Neuhaus,78,26000
235926,Matías Zaracho,78,18000
242236,Francisco Reis Ferreira,78,12000
224221,Joachim Andersen,78,50000
229261,Denis Lemi Zakaria Lako Lado,78,26000
231633,Issa Diop,78,59000
234045,Henry Onyekuru,78,35000
234612,Nanitamo Jonathan Ikoné,78,29000
235889,Cengiz Ünder,78,35000
222665,Martin Ødegaard,78,25000
225085,Jonathan Bamba,78,35000
227813,Oleksandr Zinchenko,78,82000
212501,Leander Dendoncker,78,66000
221491,Nico Elvedi,78,24000
223334,Joelinton Apolinário de Lira,78,41000
226766,Daniel Castelo Podence,78,1000
229773,Georgiy Dzhikiya,78,1000
236295,Aarón Martín Caricol,78,24000
237239,Enis Bardhi,78,23000
239433,Nemanja Maksimović,78,22000
240289,Fernando Calero Villa,78,23000
203042,Jack Butland,78,29000
209519,Gaëtan  Laborde,78,36000
212616,Rodrigo Javier De Paul,78,21000
213629,Erick Pulgar,78,45000
214092,Aleksey Miranchuk,78,1000
214979,Juan Musso,78,14000
215399,Rúben Miguel Nunes Vezo,78,23000
219792,Baptiste Santamaria,78,21000
220523,Yerry Mina,78,59000
227234,Lucas Tousart,78,50000
231887,Yusuf Yazıcı,78,35000
199439,Michael Gregoritsch,78,26000
203487,Jamaal Lascelles,78,37000
205192,Denis Suárez Fernández,78,25000
205193,Karim Rekik,78,24000
207948,Bertrand Traoré,78,61000
212150,Max  Meyer,78,48000
212442,José Pedro Malheiro de Sá,78,1000
215716,Aleksandar Mitrović,78,45000
219145,Guillermo Alfonso Maripán Loaysa,78,23000
225126,Ellyes Skhiri,78,24000
233096,Denzel Dumfries,78,16000
234226,Bruno Viana Willemen Da Silva,78,13000
199641,Matz Sels,78,24000
200353,Adama Soumaoro,78,36000
201519,Jordan Veretout,78,42000
203965,Viktor Fischer,78,23000
205391,Soualiho Meïté,78,43000
205402,Jean-Paul Boëtius,78,29000
210935,Domenico Berardi,78,50000
215590,Ayoze Pérez Gutiérrez,78,79000
220093,Hans Hateboer,78,50000
225997,Benjamin Verbič,78,1000
226377,Gonzalo Nicolás Martínez,78,10000
187598,Rafael Tolói,78,50000
192622,Shane Duffy,78,46000
199915,Lewis Dunk,78,46000
200677,Pedro Filipe Teodósio Mendes,78,33000
202642,Fernando Lucas Martins,78,20000
208449,Christophe Hérelle,78,31000
208620,Omar Mascarell González,78,30000
211368,Armindo Tué Na Bangna,78,19000
228236,Simon Deli,78,23000
236690,Michael Ngadeu,78,23000
193983,Andy Delort,78,37000
195668,Joel Robles Blázquez,78,20000
198031,Sérgio Miguel Relvas de Oliveira,78,15000
201417,Matt Doherty,78,69000
202024,Remo Freuler,78,52000
202789,Alexander Schwolow,78,20000
202849,Jannik Vestergaard,78,51000
209288,Florent Mollet,78,34000
212096,Vincenzo Grifo,78,36000
213388,Flavien Tait,78,43000
216189,Ander Capa Rodríguez,78,23000
216655,Bartolomeu Jacinto Quissanga,78,44000
220131,Mbaye Diagne,78,69000
143001,Carlos Alberto Tevez,78,19000
143121,José Ernesto Sosa,78,34000
153260,Vitorino Hilton da Silva,78,21000
156432,Guillaume Hoarau,78,21000
156713,Andreas Granqvist,78,4000
157301,Ryan Guno Babel,78,64000
157304,Thomas Vermaelen,78,10000
160741,David Ángel Abraham,78,33000
165239,Samir Nasri,78,23000
169115,Andrea Masiello,78,48000
169705,Ryan Bertrand,78,53000
170370,Jonathan dos Santos Ramírez,78,11000
170733,Gervais Lombe Yao Kouassi,78,49000
170797,Nuri Şahin,78,28000
172287,Manuel Alejandro García Sánchez,78,27000
172316,Jorge Andújar Moreno,78,24000
172962,Victor Moses,78,66000
173306,Cristian Daniel Ansaldi,78,45000
173426,Simon Mignolet,78,19000
177392,Dieumerci Mbokani Bezua,78,17000
177983,Cristian Eduardo Zapata Valencia,78,18000
179560,Miralem Sulejmani,78,26000
179789,Damien Da Silva,78,39000
180714,Guilherme Alvim Marinato,78,1000
182744,Jose Holebas,78,42000
183108,Nordin Amrabat,78,41000
183125,Troy Deeney,78,69000
183580,Nils Petersen,78,30000
184069,Sandro Wagner,78,20000
184120,Bruno  Soriano Llido,78,25000
186148,Ron-Robert Zieler,78,25000
186905,Ashley Barnes,78,44000
187924,Clément Grenier,78,45000
188041,Rafael de Souza Pereira,78,63000
188044,Alan Douglas Borges de Carvalho,78,28000
188388,Ryad Boudebouz,78,36000
189251,Sebastian Rudy,78,35000
189423,Josef de Souza Dias,78,38000
189433,Benjamin Hübner,78,35000
189606,Julian Baumgartlinger,78,53000
189682,Ben Mee,78,37000
190674,Benjamin André,78,42000
190765,Pascal Groß,78,52000
191076,Johann  Berg Guðmunds­son,78,40000
193011,Steve Cook,78,61000
193361,Roberto Soriano,78,36000
193532,Gary Alexis Medel Soto,78,58000
193886,Daniel Didavi,78,32000
194229,Hugo Mallo Novegil,78,25000
194932,Andros Townsend,78,55000
195202,Tom Cairney,78,49000
195586,Alfreð Finnbogason,78,30000
197225,Marcelo Nicolás Lodeiro Benítez,78,10000
197242,Grzegorz Krychowiak,78,1000
198200,Benjamin Stambouli,78,32000
198949,Kévin Malcuit,78,54000
201095,Agustín Marchesín,78,11000
201508,Gastón Exequiel Ramírez Pereyra,78,39000
202054,Edinaldo Gomes Pereira,78,27000
202201,Jeffrey Gouweleeuw,78,25000
202935,Álvaro González Soberón,78,36000
203299,André Martín Carrillo Díaz,78,43000
204385,Santiago Damián García Correa,78,17000
205427,Jorge Djaniny  Tavares Semedo,78,47000
205850,Leonardo Pavoletti,78,38000
207939,Guido Pizarro,78,66000
208461,Marten de Roon,78,54000
208520,酒井 宏樹,78,36000
213353,Guélor Kanga,78,1000
214040,Frank Yusty Fabra Palacios,78,25000
214206,Germán Ezequiel Cano,78,6000
214766,Carlos Roberto Izquierdoz,78,24000
215998,Ignacio Fernández,78,27000
216054,Nery Domínguez,78,23000
216373,Marcelo Augusto Ferreira Teixeira,78,16000
223249,Gabriel Arias,78,18000
223627,Omar Al Soma,78,45000
225647,Martín Campaña,78,18000
230184,Ronaldo Diego Esler Domingues,78,34000
230269,Claudio Nuno Coíntra Calegari,78,22000
230360,Everton Jorge Simão Resende,78,29000
230431,Sidney Adrián Pessoa Vidigal,78,27000
243238,Aluísio Chaves Ribeiro Moraes Júnior,78,1000
228413,Emil Audero,77,21000
